Date,DJI,IXIC,IBEX,FCHI,SSMI,FTMIB,GDAX,FTSE,N225,HSI
1998-01-01,7908.24,1570.35,7255.4,2998.91,6265.5,24401.54,4249.69,5135.5,15258.74,10722.76
1998-01-02,7965.04,1581.53,7451.37,3040.14,6265.5,24913.97,4315.37,5193.5,15258.74,10680.57
1998-01-05,7978.99,1594.12,7591.8,3072.84,6397.0,25733.86,4384.81,5262.5,14956.84,10303.54
1998-01-06,7906.25,1580.14,7591.8,3037.73,6375.7,25733.86,4352.63,5264.4,14896.4,10135.51
1998-01-07,7902.26,1561.7,7549.0,3006.73,6390.0,25960.8,4391.54,5224.1,15028.17,9538.61
1998-01-08,7802.62,1555.54,7482.24,2954.94,6330.2,25675.3,4347.23,5237.1,15019.18,9254.53
1998-01-09,7580.41,1503.22,7455.26,2919.81,6251.8,25772.91,4236.94,5138.3,14995.1,8894.64
1998-01-12,7647.17,1507.58,7390.54,2862.54,6062.1,25731.42,4087.28,5068.8,14664.44,8121.06
1998-01-13,7732.12,1541.63,7492.21,2902.93,6169.3,26065.73,4159.4,5083.9,14755.94,8720.0
1998-01-14,7784.68,1548.76,7550.63,2919.8,6149.8,26219.46,4190.08,5106.9,15121.98,9226.55
1998-01-15,7691.76,1547.06,7578.27,2932.75,6148.5,26299.98,4148.34,5165.8,15121.98,8578.98
1998-01-16,7753.54,1562.88,7723.9,2976.09,6274.0,26683.08,4184.46,5263.1,16046.45,8900.04
1998-01-19,7753.54,1562.88,7732.42,2986.95,6340.4,26380.51,4284.94,5273.6,16262.04,9400.42
1998-01-20,7873.12,1590.14,7807.14,3008.34,6397.5,26802.65,4307.91,5278.2,16366.53,9433.7
1998-01-21,7794.4,1587.92,7812.14,2998.11,6391.4,26482.99,4282.84,5272.3,16684.42,9246.8
1998-01-22,7730.87,1576.51,7839.28,2988.59,6356.1,26702.61,4220.25,5253.1,16405.69,8883.73
1998-01-23,7700.73,1575.93,7749.06,2966.15,6391.0,26368.3,4237.31,5181.4,16789.11,8920.2
1998-01-26,7712.94,1561.46,7854.0,3000.47,6411.0,26500.07,4224.78,5237.2,17073.33,8973.86
1998-01-27,7815.07,1578.9,7924.6,3052.02,6424.0,26753.85,4278.76,5326.3,16981.62,9252.36
1998-01-28,7915.46,1610.82,7953.63,3088.26,6508.7,26966.14,4391.02,5372.6,16973.83,9252.36
1998-01-29,7973.01,1619.49,7940.37,3133.82,6530.4,27190.64,4419.38,5422.4,17014.59,9252.36
1998-01-30,7906.5,1619.36,7958.99,3172.14,6582.6,27549.34,4440.38,5458.5,16628.47,9252.36
1998-02-02,8107.78,1652.89,8096.72,3187.5,6688.0,27737.23,4522.81,5599.0,16776.82,10578.6
1998-02-03,8160.34,1666.34,8104.15,3188.43,6720.7,27524.94,4532.52,5612.8,17022.98,10525.51
1998-02-04,8129.7,1680.44,8166.46,3166.26,6708.9,27920.24,4486.95,5595.8,16882.62,10302.61
1998-02-05,8117.24,1676.9,8109.86,3189.6,6772.0,28205.74,4548.46,5606.4,17003.3,10442.13
1998-02-06,8189.49,1694.35,8182.49,3216.66,6857.1,28388.75,4496.33,5629.7,17040.06,10485.86
1998-02-09,8180.52,1690.43,8048.51,3220.94,6828.4,28266.74,4563.55,5600.9,17205.0,10873.15
1998-02-10,8295.61,1709.04,8084.85,3235.76,6860.8,28708.41,4523.75,5613.3,17205.09,10859.67
1998-02-11,8314.54,1708.55,8155.69,3240.0,6931.6,28923.15,4588.43,5607.9,17205.09,10793.41
1998-02-12,8369.59,1714.34,8062.6,3178.7,6856.0,28464.4,4536.83,5552.5,17174.93,10620.03
1998-02-13,8370.09,1710.42,8113.35,3187.73,6898.9,28476.6,4502.48,5582.3,16791.01,10274.6
1998-02-16,8370.09,1710.42,8144.82,3225.12,6905.3,28613.25,4520.64,5619.9,16775.52,10124.03
1998-02-17,8398.49,1703.43,8283.72,3280.45,6990.5,28945.11,4602.4,5709.5,16790.71,10232.03
1998-02-18,8451.05,1715.73,8324.66,3281.71,6966.2,28701.09,4628.83,5723.4,16613.89,10670.95
1998-02-19,8375.57,1727.01,8358.01,3250.63,6953.2,28247.22,4582.4,5718.5,16616.48,10581.27
1998-02-20,8413.93,1728.13,8516.78,3262.5,6986.7,27847.04,4602.65,5751.6,16756.24,10599.79
1998-02-23,8410.2,1751.76,8511.25,3273.48,6986.1,27759.19,4657.54,5702.8,16609.49,10685.21
1998-02-24,8370.09,1738.71,8641.39,3262.63,6945.0,27773.83,4599.54,5651.0,16198.0,10683.34
1998-02-25,8457.77,1766.48,8818.53,3348.2,7065.4,28564.44,4635.82,5745.1,16360.64,10886.74
1998-02-26,8490.66,1777.11,8783.22,3397.03,7118.6,28591.29,4692.03,5764.8,16501.7,11224.78
1998-02-27,8545.71,1770.51,8900.09,3421.92,7153.1,28542.48,4709.83,5767.3,16831.67,11480.69
1998-03-02,8550.44,1758.54,9112.57,3446.7,7273.0,29298.93,4736.74,5820.6,17264.34,11318.84
1998-03-03,8584.82,1757.14,9132.11,3414.87,7259.5,29430.7,4757.14,5807.7,17168.33,11425.46
1998-03-04,8539.24,1759.7,8929.93,3381.32,7130.5,29262.33,4709.58,5733.1,17095.6,11350.81
1998-03-05,8444.32,1711.92,8958.29,3395.8,7077.3,29413.62,4623.4,5695.6,16848.55,10803.68
1998-03-06,8569.38,1753.49,9227.33,3483.22,7197.2,29845.52,4715.95,5782.9,17131.97,10919.53
1998-03-09,8567.14,1725.16,9269.53,3525.85,7187.5,30282.31,4780.83,5818.9,16972.53,10994.09
1998-03-10,8643.11,1748.51,9261.77,3521.51,7246.5,30426.28,4834.43,5828.5,16982.82,10898.57
1998-03-11,8675.75,1756.85,9262.12,3539.43,7276.7,30423.84,4832.76,5829.8,16756.14,11118.85
1998-03-12,8659.55,1764.06,9347.9,3526.57,7267.9,30284.75,4839.6,5794.8,16575.22,10902.47
1998-03-13,8602.51,1771.66,9450.5,3540.23,7328.0,30738.62,4889.65,5782.3,17060.14,11057.03
1998-03-16,8718.84,1788.18,9448.85,3598.26,7261.2,31282.78,4883.85,5785.1,16861.14,11181.54
1998-03-17,8749.98,1779.3,9521.2,3661.63,7236.5,31377.94,4946.68,5834.9,16997.2,11255.54
1998-03-18,8775.39,1788.28,9503.0,3652.52,7132.4,31509.71,4919.72,5903.6,16619.68,11121.65
1998-03-19,8803.04,1799.98,9503.0,3688.68,7143.8,31602.44,4936.32,5997.9,16679.02,11445.04
1998-03-20,8906.42,1789.16,9797.16,3688.91,7300.5,32205.15,5001.55,5956.3,16830.47,11564.23
1998-03-23,8816.25,1792.51,9940.6,3680.13,7341.0,32554.1,4971.32,5947.0,16868.83,11594.33
1998-03-24,8904.43,1812.44,10093.9,3738.54,7407.4,33625.32,5028.24,5983.7,16606.39,11645.43
1998-03-25,8872.79,1824.51,10303.06,3818.71,7472.1,34005.99,5096.62,5967.8,16658.34,11810.63
1998-03-26,8846.88,1828.54,10171.04,3783.78,7415.9,34118.23,5039.76,5905.6,16980.62,11757.88
1998-03-27,8796.07,1823.62,10242.97,3810.23,7530.3,33781.49,5083.16,5939.3,16739.26,11735.5
1998-03-30,8782.12,1818.7,10225.7,3800.23,7536.3,34213.4,5009.76,5911.9,16263.04,11503.76
1998-03-31,8799.8,1835.68,10209.1,3875.81,7585.5,34545.26,5102.35,5932.2,16527.17,11518.68
1998-04-01,8868.31,1847.66,10352.36,3883.31,7615.5,35582.33,5154.21,6017.6,16241.66,11331.42
1998-04-02,8986.64,1852.96,10414.93,3935.88,7638.8,36260.69,5176.66,6052.8,15702.9,11189.71
1998-04-03,8983.4,1855.4,10572.3,3932.02,7725.9,36072.8,5223.52,6064.2,15517.78,11052.68
1998-04-06,9033.22,1829.14,10814.16,3986.75,7827.7,37436.84,5271.65,6105.8,15705.99,11052.68
1998-04-07,8956.49,1798.71,10690.09,3903.27,7744.3,36407.1,5357.05,6094.0,15978.72,11049.43
1998-04-08,8891.48,1807.01,10534.75,3873.87,7588.1,35104.06,5269.46,6055.2,16376.62,11314.46
1998-04-09,8994.86,1820.24,10534.75,3894.48,7624.1,34515.98,5317.22,6105.5,16536.66,11342.02
1998-04-10,8994.86,1820.24,10534.75,3894.48,7624.1,34960.09,5317.22,6105.5,16481.12,11342.02
1998-04-13,9012.29,1824.95,10534.75,3894.48,7624.1,34960.09,5317.22,6105.5,16317.58,11342.02
1998-04-14,9110.19,1843.03,10509.61,3867.66,7662.9,35697.01,5374.78,6104.1,16277.32,11420.34
1998-04-15,9162.26,1863.26,10339.6,3884.61,7616.3,36482.74,5388.47,6074.1,16299.3,11371.06
1998-04-16,9076.56,1858.24,10323.69,3845.94,7500.1,35689.69,5324.14,6002.0,15883.77,11187.78
1998-04-17,9167.49,1866.6,10410.24,3861.58,7453.7,35828.78,5268.75,5922.2,15703.8,11001.32
1998-04-20,9141.83,1887.14,10482.73,3885.69,7500.1,35728.74,5442.0,5954.1,15697.1,11151.63
1998-04-21,9184.93,1903.87,10429.49,3860.4,7369.1,35948.35,5388.94,5955.0,15825.67,10968.26
1998-04-22,9176.71,1917.61,10291.83,3835.07,7308.9,35811.7,5360.65,5931.1,15761.54,10977.47
1998-04-23,9143.32,1881.39,9966.67,3822.13,7265.5,34503.78,5251.46,5898.1,15761.69,10918.94
1998-04-24,9064.61,1868.96,9888.3,3783.34,7232.3,33181.22,5144.28,5863.9,16011.24,10879.93
1998-04-27,8917.63,1820.31,9549.68,3685.83,7053.5,31136.37,5088.13,5722.4,15649.95,10593.71
1998-04-28,8898.95,1831.77,9904.09,3777.23,7180.1,32632.18,5018.67,5806.6,15395.43,10678.61
1998-04-29,8951.51,1851.64,9678.02,3733.93,7241.8,31463.35,5108.48,5833.1,15395.43,10471.15
1998-04-30,9063.36,1868.41,10025.6,3880.92,7401.4,32763.95,5107.44,5928.3,15641.26,10383.68
1998-05-01,9147.06,1873.44,10025.6,3880.92,7401.4,32763.95,5107.44,6010.3,15601.1,10563.68
1998-05-04,9192.65,1878.86,10259.82,3974.25,7640.8,34218.28,5314.66,6010.3,15601.1,10439.42
1998-05-05,9147.56,1864.91,10001.55,3944.91,7596.2,33840.06,5232.03,5986.5,15601.1,10153.66
1998-05-06,9054.64,1856.68,9963.06,3947.45,7610.8,33825.42,5229.8,5992.4,15243.84,10109.14
1998-05-07,8976.67,1835.14,9741.17,3906.36,7536.0,33496.0,5186.23,5938.0,15143.03,9971.93
1998-05-08,9055.14,1864.37,9762.43,3906.36,7587.1,34296.37,5257.58,5969.8,15149.0,10060.38
1998-05-11,9091.51,1848.07,9993.6,4017.24,7677.5,35260.23,5341.69,6028.3,15381.9,10096.37
1998-05-12,9161.76,1860.16,9839.3,3987.33,7627.3,34759.99,5297.35,5956.7,15322.48,9841.51
1998-05-13,9211.83,1866.18,9768.3,4019.76,7582.8,34335.41,5376.88,5972.9,15343.81,9469.29
1998-05-14,9172.22,1865.36,9854.97,4011.98,7550.6,34167.04,5361.22,5948.5,15307.69,9591.95
1998-05-15,9095.99,1846.77,9836.96,3990.23,7519.4,34145.08,5393.14,5917.8,15242.86,9538.39
1998-05-18,9050.91,1831.62,9795.27,3945.31,7371.4,32983.56,5342.85,5826.2,15384.47,9411.97
1998-05-19,9054.64,1845.87,9959.24,3980.84,7483.2,34098.71,5388.9,5877.8,15551.65,9449.11
1998-05-20,9171.48,1831.75,10100.42,4047.92,7495.8,34010.87,5510.98,5907.4,15652.95,9549.18
1998-05-21,9132.36,1820.99,10089.05,4047.92,7495.8,34591.62,5510.98,5935.6,15845.25,9670.45
1998-05-22,9114.43,1805.0,10153.7,4049.78,7542.7,34838.08,5564.21,5955.6,15801.65,9555.98
1998-05-25,9114.43,1805.0,10391.6,4108.71,7657.1,35650.65,5575.16,5955.6,15783.12,9544.53
1998-05-26,8963.72,1778.09,10378.04,4115.88,7731.9,35838.54,5644.29,5970.7,15884.82,9482.21
1998-05-27,8936.56,1781.1,9993.0,4017.37,7633.5,34664.83,5490.64,5870.2,15664.29,8983.43
1998-05-28,8970.2,1794.62,10059.92,4014.92,7605.0,34486.7,5481.26,5862.3,15796.55,8877.94
1998-05-29,8899.95,1778.87,10005.72,4041.16,7656.1,34396.41,5569.08,5870.7,15670.78,8934.56
1998-06-01,8922.37,1746.82,10005.72,4041.16,7656.1,33852.26,5569.08,5837.9,15321.03,8612.01
1998-06-02,8891.23,1761.79,10079.5,4086.98,7657.5,34372.01,5582.78,5842.3,15554.45,8598.17
1998-06-03,8803.79,1742.31,10116.25,4149.37,7676.3,34674.59,5613.76,5898.4,15347.0,8819.22
1998-06-04,8870.55,1769.95,10098.86,4119.03,7592.9,34567.22,5592.48,5860.8,15426.47,8558.43
1998-06-05,9037.7,1782.92,10265.6,4185.05,7699.5,35045.49,5688.5,5947.3,15323.43,8569.47
1998-06-08,9069.59,1787.77,10280.35,4204.58,7743.4,35450.56,5779.09,6037.8,15294.71,8586.63
1998-06-09,9049.91,1800.76,10051.57,4201.86,7716.8,35025.97,5760.03,6019.8,15530.17,8391.46
1998-06-10,8971.69,1773.25,10120.91,4208.6,7652.6,35184.58,5754.46,5987.4,15339.26,7979.37
1998-06-11,8811.76,1749.75,9953.77,4141.61,7498.4,34354.93,5754.46,5852.5,15014.04,7886.07
1998-06-12,8834.93,1745.05,9748.19,4050.76,7417.4,33449.63,5670.83,5769.8,15022.33,7915.44
1998-06-15,8627.92,1715.75,9593.31,4005.33,7342.7,33066.53,5527.32,5715.7,14825.17,7462.5
1998-06-16,8665.28,1753.12,9684.92,4013.28,7388.7,33332.5,5591.57,5729.7,14720.38,7526.45
1998-06-17,8829.45,1776.4,9900.85,4092.92,7562.7,34293.93,5709.36,5832.7,14715.38,8004.35
1998-06-18,8813.0,1772.7,9761.08,4052.27,7488.0,33740.01,5718.06,5812.1,15361.54,8515.97
1998-06-19,8712.86,1781.29,9765.73,4027.32,7518.6,33105.57,5702.61,5748.1,15267.98,8591.91
1998-06-22,8711.12,1805.82,9722.42,4018.64,7511.8,32595.58,5654.75,5712.4,15309.09,8204.21
1998-06-23,8828.45,1844.57,9873.53,4065.04,7624.8,32983.56,5718.71,5772.0,15054.6,8219.67
1998-06-24,8923.86,1877.76,9901.68,4126.33,7667.9,32676.1,5779.91,5804.9,15123.18,8296.77
1998-06-25,8935.57,1863.25,10136.14,4203.81,7794.7,33535.04,5866.63,5858.9,15132.22,8665.83
1998-06-26,8944.53,1869.53,10109.51,4215.7,7816.9,33095.81,5870.42,5877.4,15210.04,8607.86
1998-06-29,8997.35,1891.08,10242.7,4248.24,7881.9,33613.12,5915.13,5884.5,15365.73,8460.71
1998-06-30,8952.01,1894.74,10146.4,4203.45,7882.0,33354.47,5897.44,5832.5,15830.27,8543.1
1998-07-01,9048.66,1914.46,10342.3,4260.68,8038.2,34330.53,5906.85,5919.9,16362.89,8543.1
1998-07-02,9025.25,1894.0,10394.3,4252.09,8047.3,34611.15,5904.1,5960.2,16471.58,8866.16
1998-07-03,9025.25,1894.0,10542.9,4304.38,8099.0,35006.45,5953.16,5988.4,16511.24,8639.31
1998-07-06,9091.76,1909.47,10642.1,4311.1,8166.0,35626.25,5918.37,5990.3,16350.45,8484.12
1998-07-07,9085.03,1908.11,10642.8,4333.09,8160.0,36002.03,5960.98,6003.4,16416.28,8444.18
1998-07-08,9174.96,1935.39,10719.9,4339.91,8227.2,36451.02,6013.14,6009.6,16530.97,8629.18
1998-07-09,9089.77,1939.82,10635.3,4319.18,8205.0,36397.34,5996.77,5969.7,16446.95,8433.78
1998-07-10,9105.73,1943.04,10636.7,4256.35,8192.4,36368.06,5982.42,5929.7,16090.06,8205.77
1998-07-13,9096.21,1965.53,10729.1,4256.35,8141.9,36641.35,6019.48,5958.2,16360.39,8099.2
1998-07-14,9245.54,1968.41,10791.7,4256.35,8180.5,37292.87,6095.28,6100.2,16488.91,8178.93
1998-07-15,9234.47,1994.54,10704.0,4344.3,8158.1,37405.12,6108.24,6151.5,16614.14,8456.22
1998-07-16,9328.18,2000.56,10765.8,4358.13,8126.5,37485.65,6094.02,6116.8,16731.92,8586.57
1998-07-17,9337.97,2008.76,10952.5,4388.48,8288.2,38281.14,6147.87,6174.0,16570.78,8628.93
1998-07-20,9295.74,2014.25,10893.2,4368.91,8400.8,38766.73,6171.43,6179.0,16570.78,8493.25
1998-07-21,9190.18,1979.14,10758.4,4322.08,8412.0,38508.07,6165.52,6132.7,16556.69,8564.55
1998-07-22,9128.91,1969.75,10560.8,4220.12,8340.7,38068.84,6110.73,5989.6,16293.06,8420.72
1998-07-23,8932.97,1935.22,10614.9,4235.89,8229.2,38010.28,6058.45,5976.2,16188.01,8176.25
1998-07-24,8937.35,1930.99,10559.2,4205.41,8205.7,37632.06,6035.28,5892.3,16361.89,8257.46
1998-07-27,9028.24,1933.26,10360.7,4139.53,7998.7,37112.3,5885.0,5836.1,15944.36,7984.43
1998-07-28,8934.78,1896.53,10340.1,4122.35,8093.0,37122.06,5889.01,5835.8,16114.54,7926.1
1998-07-29,8914.95,1881.49,10410.3,4139.19,8102.7,36514.47,5853.63,5844.1,16158.09,7808.83
1998-07-30,9026.95,1919.58,10568.8,4197.64,8205.5,36965.89,5880.87,5910.7,16201.6,7906.16
1998-07-31,8883.29,1872.39,10493.7,4177.31,8239.5,36636.47,5873.92,5837.0,16378.97,7936.2
1998-08-03,8786.73,1851.1,10411.0,4095.03,8139.2,36185.04,5758.77,5809.7,16165.08,7552.77
1998-08-04,8487.31,1785.64,10495.3,4047.88,8170.2,36102.08,5756.2,5736.1,16023.58,7580.8
1998-08-05,8546.78,1788.2,10289.3,3976.4,7943.2,35387.11,5632.51,5632.5,15992.16,7466.43
1998-08-06,8577.67,1829.51,10115.2,3968.59,7846.2,35230.94,5517.64,5594.1,15876.22,7254.36
1998-08-07,8598.02,1846.77,10218.0,4041.88,7952.9,35677.49,5581.22,5680.4,15829.17,7018.41
1998-08-10,8574.84,1839.21,10039.8,3939.45,7721.3,35079.66,5476.25,5587.6,15626.42,7034.62
1998-08-11,8462.84,1792.7,9708.7,3845.98,7447.9,34101.15,5268.4,5432.8,15406.99,6779.95
1998-08-12,8552.96,1825.53,9887.3,3945.7,7607.5,34601.38,5402.37,5462.2,15378.97,6859.48
1998-08-13,8459.5,1802.54,9847.7,3951.69,7552.6,34596.5,5356.23,5399.5,15382.02,6660.42
1998-08-14,8425.0,1790.19,9919.5,3994.91,7676.3,35291.95,5447.9,5455.0,15123.93,7224.69
1998-08-17,8574.84,1818.04,9910.7,3983.81,7642.1,35670.17,5456.58,5467.2,14794.66,7224.69
1998-08-18,8714.64,1855.12,10112.9,4123.25,7841.3,36543.75,5568.88,5648.2,15063.79,7210.92
1998-08-19,8693.28,1842.69,10205.3,4125.72,7787.6,36106.96,5596.41,5694.3,15406.34,7622.58
1998-08-20,8611.4,1832.45,9998.2,4087.49,7681.9,35853.18,5488.22,5667.4,15391.41,7742.53
1998-08-21,8533.65,1797.61,9417.2,3943.68,7393.8,34379.33,5163.51,5477.0,15298.2,7527.61
1998-08-24,8566.6,1790.82,9262.8,3937.43,7257.7,34484.26,5234.88,5553.7,14988.36,7845.48
1998-08-25,8602.65,1798.17,9453.3,4029.32,7389.5,35440.8,5371.76,5654.4,15072.93,7890.09
1998-08-26,8523.35,1768.13,9113.2,3913.17,7212.4,34564.78,5231.61,5545.4,14866.03,7834.4
1998-08-27,8165.99,1686.41,8580.1,3745.64,6845.0,32983.56,5060.84,5368.5,14413.79,7922.97
1998-08-28,8051.68,1639.68,8383.0,3708.97,6786.9,32092.91,4993.54,5249.4,13915.63,7829.74
1998-08-31,7539.06,1499.25,8264.7,3651.85,6679.4,31534.11,4833.89,5249.4,14107.89,7275.04
1998-09-01,7827.42,1575.09,8239.2,3646.29,6584.5,30611.73,4791.81,5169.1,14369.63,7062.47
1998-09-02,7782.37,1592.85,8548.7,3729.67,6840.9,31404.78,4970.5,5235.8,14376.62,7355.67
1998-09-03,7682.22,1571.86,8380.4,3646.46,6605.1,30394.56,4812.18,5118.7,14261.24,7318.59
1998-09-04,7640.25,1566.52,8337.3,3690.75,6674.2,30206.67,4820.25,5167.0,14042.91,7488.47
1998-09-07,7640.25,1566.52,8453.0,3695.35,6848.7,31041.2,4923.37,5347.0,14790.06,8076.76
1998-09-08,8020.78,1660.86,8710.1,3803.74,7033.8,31834.25,5103.84,5344.2,14913.49,8189.25
1998-09-09,7865.02,1624.55,8504.9,3762.13,6802.4,30802.06,5040.87,5311.3,14755.54,7905.45
1998-09-10,7615.55,1585.33,7904.0,3589.35,6502.3,29128.12,4747.33,5136.6,14666.03,7849.96
1998-09-11,7795.5,1641.64,7708.0,3578.34,6480.7,28344.83,4737.15,5118.6,13916.98,7578.48
1998-09-14,7945.35,1665.69,7900.0,3714.81,6681.4,29747.92,4896.49,5268.6,14227.37,7661.86
1998-09-15,8024.39,1678.11,7833.1,3698.0,6585.7,29555.15,4831.22,5281.7,14227.37,7733.47
1998-09-16,8089.78,1689.91,8034.2,3729.32,6718.6,30138.34,4857.97,5291.7,14197.7,7860.68
1998-09-17,7873.77,1646.25,7671.1,3525.26,6405.2,28447.32,4669.51,5132.9,13859.14,7576.57
1998-09-18,7895.65,1663.77,7628.7,3465.22,6342.7,28381.43,4598.58,5055.6,13983.12,7445.96
1998-09-21,7933.25,1680.43,7211.4,3342.65,6021.5,26846.58,4433.87,4990.3,13597.3,7170.23
1998-09-22,7897.2,1697.8,7517.5,3347.98,6111.1,27949.52,4575.15,5103.3,13789.81,7373.51
1998-09-23,8154.41,1760.27,8008.2,3423.78,6324.5,28437.56,4699.39,5214.7,13789.81,7504.39
1998-09-24,8001.98,1720.34,7884.7,3381.13,6168.7,28100.81,4646.25,5167.6,14205.78,7834.61
1998-09-25,8028.77,1743.59,7969.3,3310.59,6085.1,27515.18,4561.58,5061.0,13723.84,7701.61
1998-09-28,8108.83,1739.22,8062.3,3337.64,6149.7,28906.07,4653.94,5093.5,13909.37,7946.04
1998-09-29,8080.52,1734.05,8066.1,3337.05,6019.8,28779.18,4578.27,5108.7,13821.43,7837.61
1998-09-30,7842.62,1693.84,7676.5,3197.95,5760.4,27878.76,4474.51,5064.4,13406.39,7883.46
1998-10-01,7632.53,1612.33,7133.3,3038.01,5486.0,26609.88,4226.49,4908.2,13197.12,7883.46
1998-10-02,7784.7,1614.98,7156.9,3039.14,5256.4,26517.15,3962.5,4750.4,13223.69,7883.46
1998-10-05,7726.24,1536.69,7145.8,2979.89,5126.5,25441.05,4034.23,4648.7,12948.12,7564.54
1998-10-06,7742.98,1510.89,7566.9,3136.48,5523.7,26748.97,4156.64,4854.0,13021.64,7564.54
1998-10-07,7741.7,1462.61,7405.3,3097.69,5462.1,26209.69,4087.83,4828.9,13825.61,7744.72
1998-10-08,7731.91,1419.12,7195.2,2959.97,5293.7,24987.18,3896.08,4698.8,13026.06,7939.51
1998-10-09,7899.53,1492.49,7381.2,3092.9,5419.0,24860.29,3983.65,4823.4,12879.97,8506.79
1998-10-12,8001.47,1546.08,7381.2,3263.32,5737.9,26661.12,4225.49,5037.6,13555.01,8990.27
1998-10-13,7938.14,1509.45,7715.9,3278.85,5744.9,26822.17,4274.48,4990.1,13242.79,9008.83
1998-10-14,7968.79,1540.97,7956.1,3361.04,5922.5,28120.34,4318.52,5038.4,13070.73,8840.01
1998-10-15,8299.36,1611.01,8060.3,3362.26,6046.4,28030.05,4399.05,5056.3,12995.37,8970.42
1998-10-16,8416.76,1620.95,8455.3,3390.1,6066.1,28903.63,4489.1,5133.1,13280.54,9777.01
1998-10-19,8466.45,1648.73,8472.6,3395.35,6010.3,29067.12,4458.4,5077.5,13567.2,9599.05
1998-10-20,8505.85,1639.19,8654.4,3492.52,6194.0,29904.09,4595.82,5251.9,13808.05,9642.75
1998-10-21,8519.23,1674.75,8493.5,3440.78,6134.1,29125.68,4523.24,5206.6,14216.33,9662.12
1998-10-22,8533.14,1702.64,8254.2,3420.92,6225.9,28823.1,4454.28,5229.9,14295.56,9658.58
1998-10-23,8452.29,1693.86,8410.2,3393.76,6226.9,29372.13,4451.09,5217.1,14144.7,9817.75
1998-10-26,8432.21,1724.98,8467.7,3449.48,6322.3,29818.68,4577.74,5231.5,13843.46,9778.91
1998-10-27,8366.04,1717.63,8716.8,3550.75,6449.8,30192.03,4682.45,5331.2,13820.68,9927.05
1998-10-28,8371.97,1737.35,8534.4,3493.6,6411.4,29189.12,4536.34,5293.9,13516.07,9927.05
1998-10-29,8495.03,1757.19,8541.1,3483.43,6428.6,29111.04,4549.33,5358.5,13668.72,9931.46
1998-10-30,8592.11,1771.39,8800.0,3522.93,6550.6,29669.83,4671.12,5438.4,13564.51,10154.94
1998-11-02,8706.15,1800.91,9015.5,3569.6,6642.4,30311.59,4761.15,5525.5,13952.75,10170.08
1998-11-03,8706.15,1788.43,8943.1,3583.64,6596.5,30165.18,4705.08,5503.9,13952.75,10358.52
1998-11-04,8783.14,1823.57,9131.2,3684.16,6745.4,31048.52,4841.72,5622.9,14527.81,10508.25
1998-11-05,8915.47,1837.1,9109.1,3596.18,6557.5,30616.61,4811.6,5479.8,14341.37,10221.98
1998-11-06,8975.46,1856.56,9204.1,3588.63,6649.3,30794.74,4836.22,5491.0,14121.97,10139.75
1998-11-09,8897.96,1861.05,9094.9,3585.32,6651.1,30301.83,4768.58,5433.9,14194.54,9851.93
1998-11-10,8863.97,1865.62,8934.3,3544.74,6564.1,30106.62,4662.78,5432.3,14108.09,9721.33
1998-11-11,8823.82,1862.11,8940.7,3544.74,6657.4,30575.13,4717.7,5476.8,14428.02,10137.32
1998-11-12,8829.75,1851.06,8992.5,3560.23,6753.3,30806.95,4639.89,5448.9,14075.06,9948.18
1998-11-13,8919.59,1847.99,8842.1,3562.23,6703.9,30826.47,4639.65,5463.2,14268.21,9997.99
1998-11-16,9011.24,1861.68,9056.8,3621.85,6774.6,31429.18,4783.77,5510.5,14428.27,10298.09
1998-11-17,8986.29,1878.52,8984.3,3601.57,6789.0,31233.97,4702.63,5502.7,14413.0,10148.69
1998-11-18,9041.11,1897.44,8972.4,3612.5,6850.9,30960.67,4698.72,5474.0,14599.23,10213.42
1998-11-19,9056.05,1919.68,9240.6,3706.76,6993.8,31590.23,4795.69,5606.2,14354.46,10313.3
1998-11-20,9159.54,1928.21,9431.9,3802.7,7138.0,32166.11,4911.88,5717.5,14779.94,10233.36
1998-11-23,9374.27,1977.42,9441.9,3845.81,7334.3,33061.65,5019.12,5848.4,14779.94,10514.53
1998-11-24,9301.15,1965.88,9479.2,3839.38,7170.3,32622.42,4958.82,5798.3,15164.64,10851.71
1998-11-25,9314.28,1985.21,9515.0,3849.84,7055.8,33047.01,4944.37,5755.3,15073.47,10720.99
1998-11-26,9314.28,1985.21,9759.0,3915.53,7161.1,33862.02,5051.63,5827.9,15207.77,10778.92
1998-11-27,9333.07,2016.44,9877.3,3950.94,7216.4,34108.47,5121.48,5844.2,15069.39,10742.11
1998-11-30,9116.55,1949.54,9645.5,3843.38,7083.1,33256.86,5022.7,5743.9,14883.7,10402.32
1998-12-01,9133.54,2003.75,9339.8,3688.34,6784.3,31875.73,4781.73,5537.4,14835.41,9975.85
1998-12-02,9064.54,1995.21,9230.5,3649.91,6747.0,31700.04,4691.69,5507.2,14986.62,10055.78
1998-12-03,8879.68,1954.33,9329.7,3715.67,6813.3,32275.92,4787.08,5566.1,14697.08,10046.15
1998-12-04,9016.14,2003.16,9382.0,3738.59,6822.7,32629.74,4775.23,5581.9,14639.97,9963.14
1998-12-07,9070.46,2040.64,9454.2,3771.22,6859.0,32690.74,4713.96,5576.7,14723.49,10428.82
1998-12-08,9027.98,2034.75,9454.2,3765.41,6810.4,32690.74,4699.34,5615.7,14808.2,10351.08
